Text,Location,Latitude,Longitude,Label,Language,Language_ID
International tsunami relief efforts beginning.,Daman,20.3974,72.8311,2,en,0.0
തടാകക്കരയിലെ പാർക്കിൽ സൂര്യാസ്തമയ കാഴ്ചകൾ ആസ്വദിക്കുന്ന ദമ്പതികൾ.,Nagpur,21.1458,79.0882,0,ml,2.0
എല്ലാ വെള്ളപ്പൊക്ക മഴയിലും വീട്ടിലെ കിണറ് കവിഞ്ഞൊഴുകുന്നു.,Bhubaneswar,20.2961,85.8245,1,ml,2.0
മത്സ്യബന്ധനത്തിന് ശേഷം സുരക്ഷിതമായി തിരിച്ചെത്തുന്ന ബോട്ടുകൾ.,Udupi,13.3409,74.7421,0,ml,2.0
പല ജില്ലകളിലുടനീളമുള്ള സുനാമി നാശനഷ്ടങ്ങൾ ചിത്രങ്ങൾ സ്ഥിരീകരിക്കുന്നു.,Kollam,8.891,76.614,2,ml,2.0
பள்ளிகளில் சுனாமி கல்வி திட்டங்கள்.,Kozhikode,11.2588,75.7804,2,tn,3.0
வெள்ளம் போக்குவரத்து மற்றும் விநியோகச் சங்கிலியை முடக்கியது.,Patiala,30.3398,76.3869,1,tn,3.0
खुले मैदानों में रंगीन पतंगें उड़ाते बच्चे。,Lucknow,26.8467,80.9462,0,hi,1.0
तटीय बाज़ार सुनामी से भर गए और नष्ट हो गए।,Nagpur,21.1458,79.0882,2,hi,1.0
शांत शहर की सड़कों पर साइकिल चलाते परिवार।,Surat,21.1702,72.8311,0,hi,1.0
அவசர உணவு விநியோக மையங்கள் நிறுவப்பட்டுள்ளன.,Nanded,19.1383,77.321,1,tn,3.0
People wading through chest-deep floodwater.,Chennai,13.0827,80.2707,1,en,0.0
சுனாமிக்குப் பிறகு மின்வெட்டு சமூகங்களை இருளில் ஆழ்த்தியது.,Surat,21.1702,72.8311,2,tn,3.0
அரசாங்கம் சுனாமி உள்கட்டமைப்பில் முதலீடு செய்கிறது.,Kannur,11.8745,75.3704,2,tn,3.0
സുനാമി തിരകൾ ജനവാസ കേന്ദ്രങ്ങളിലേക്ക് ആഞ്ഞടിക്കുന്നു.,Mangaluru,12.9141,74.856,2,ml,2.0
இந்த வெள்ளத்தால் பாதிக்கப்பட்ட அனைவருக்கும் பிரார்த்தனை செய்கிறேன்.,Bhubaneswar,20.2961,85.8245,1,tn,3.0
राहत ट्रक बाढ़ प्रभावित गाँवों में आपूर्ति पहुँचा रहे हैं।,Ahmedabad,23.0225,72.5714,1,hi,1.0
வெள்ள மீட்புப் பணிகள் இரவிலும் தொடர்ந்து நடைபெறுகின்றன.,Vijayawada,16.5062,80.648,1,tn,3.0
समुद्र तट पर रेत के महल बनाते बच्चे।,Daman,20.3974,72.8311,0,hi,1.0
திருவிழாவின் போது ஒரு பிரபலமான கோவிலில் சுற்றுலாப் பயணிகள் புகைப்படங்கள் எடுக்கிறார்கள்.,Varanasi,25.3176,82.9739,0,tn,3.0
நகர சதுக்கத்தில் ஒரு தெரு மந்திரவாதிக்காக மக்கள் கைதட்டுகிறார்கள்.,Indore,22.7196,75.8577,0,tn,3.0
Friends playing football at the local ground happily.,Indore,22.7196,75.8577,0,en,0.0
തുറന്ന സ്ഥലത്തെ സിനിമയിൽ ഒരു സിനിമ രാത്രി ആസ്വദിക്കുന്ന സുഹൃത്തുക്കൾ.,Ahmedabad,23.0225,72.5714,0,ml,2.0
ஆற்றங்கரை உணவகத்தில் தம்பதிகள் மெழுகுவர்த்தி வெளிச்சத்தில் இரவு உணவை ரசிக்கிறார்கள்.,Nagpur,21.1458,79.0882,0,tn,3.0
Residential areas experiencing severe waterlogging from floods.,Coimbatore,11.0168,76.9558,1,en,0.0
Videos reveal extent of flood damage.,Bangalore,12.9716,77.5946,1,en,0.0
சுனாமி என் நகரத்தை மூழ்கடிப்பதால் அழுகிறேன்.,Kakinada,16.989,82.24,2,tn,3.0
திறந்தவெளிகளில் குழந்தைகள் வண்ணமயமான காற்றாடிகளைப் பறக்க விடுகிறார்கள்.,Lucknow,26.8467,80.9462,0,tn,3.0
വെള്ളപ്പൊക്കം ബാധിച്ച കുടുംബങ്ങൾക്കായി അഭയകേന്ദ്രങ്ങൾ തുറന്നു.,Mumbai,18.975,72.8258,1,ml,2.0
बाढ़ से स्थानीय दुकानें बुरी तरह क्षतिग्रस्त।,Bhubaneswar,20.2961,85.8245,1,hi,1.0
வெள்ளப் பேரழிவு உலகளாவிய கவனத்தைப் பெறுகிறது.,Patiala,30.3398,76.3869,1,tn,3.0
സുനാമി സാന്നിധ്യം കാരണം ഒഴിപ്പിക്കാൻ ഉത്തരവിട്ടു.,Kavaratti,10.5625,72.6378,2,ml,2.0
വെള്ളപ്പൊക്ക ഇരകളെ സുരക്ഷിത സ്ഥാനങ്ങളിലേക്ക് മാറ്റുന്നു.,Ratnagiri,16.9902,73.312,1,ml,2.0
स्वयंसेवक बाढ़ आश्रयों में भोजन वितरित कर रहे हैं।,Lucknow,26.8467,80.9462,1,hi,1.0
"विश्वास नहीं हो रहा कि सुनामी असली है, यह भयानक है।",Kolkata,22.5726,88.3639,2,hi,1.0
ക്ഷേത്ര സന്ദർശനത്തിനുശേഷം ശാന്തമായ കടൽക്കാറ്റ് ആസ്വദിക്കുന്ന തീർത്ഥാടകർ.,Rameswaram,9.2876,79.3129,0,ml,2.0
Heartbroken watching my house drown in floodwater.,Guwahati,26.1445,91.7362,1,en,0.0
கடலில் டால்பின் பார்ப்பதை சுற்றுலாப் பயணிகள் ரசிக்கிறார்கள்.,Gopalpur,19.2833,84.9167,0,tn,3.0
समुद्र तट बाज़ार में ताज़े नारियल खरीदते परिवार।,Machilipatnam,16.1875,81.1389,0,hi,1.0
Floodwaters entered our house within minutes.,Patna,25.5941,85.1376,1,en,0.0
കഴിഞ്ഞ രാത്രിയിലെ വെള്ളപ്പൊക്കത്തിന് ശേഷം വീടുകൾ നശിച്ചു.,Bangalore,12.9716,77.5946,1,ml,2.0
entire ഗ്രാമം വെള്ളത്തിനടിയിൽ മുങ്ങി.,Surat,21.1702,72.8311,1,ml,2.0
கடல்வாழ் உயிரினங்களில் சுனாமி தாக்கம் ஆய்வு செய்யப்பட்டது.,Rajkot,22.3039,70.8022,2,tn,3.0
Boats being used to rescue tsunami victims.,Kozhikode,11.2588,75.7804,2,en,0.0
सुनामी निकासी योजनाओं का नियमित रूप से अभ्यास।,Puri,19.8135,85.8312,2,hi,1.0
Fisheries destroyed by tsunami waves.,Thane,19.2183,72.9781,2,en,0.0
വെള്ളപ്പൊക്ക ദുരിതബാധിതർക്കായി പ്രാർത്ഥനകൾ ഒഴുകിയെത്തുന്നു.,Raipur,21.2514,81.6296,1,ml,2.0
Shelters opened for flood-affected families.,Mumbai,18.975,72.8258,1,en,0.0
சுனாமி அலைகள் கடலோரப் பகுதியில் உள்ள வீடுகளை அழித்தன.,Cuttack,20.4625,85.8828,2,tn,3.0
सुनामी पीड़ितों को बचाने के लिए नावों का इस्तेमाल किया जा रहा है।,Kozhikode,11.2588,75.7804,2,hi,1.0
सुनामी बचे लोग समुदायों में लचीलापन प्रेरित कर रहे हैं।,Kanyakumari,8.0883,77.5385,2,hi,1.0
தன்னார்வலர்கள் வெள்ள முகாம்களில் உணவை விநியோகிக்கின்றனர்.,Lucknow,26.8467,80.9462,1,tn,3.0
The news channel has telecasted warning for the rising water levels.,Indore,22.7196,75.8577,1,en,0.0
वार्षिक सुनामी स्मरणोत्सव समारोह आयोजित।,Delhi,28.7041,77.1025,2,hi,1.0
கடற்கரைக்கு அருகிலுள்ள உள்ளூர் குடிலில் சுற்றுலாப் பயணிகள் கடல் உணவை ரசிக்கிறார்கள்.,Goa,15.4909,73.8278,0,tn,3.0
Tsunami impact zone declared disaster area.,Malpe,13.3667,74.7167,2,en,0.0
സുനാമി മുന്നറിയിപ്പ് സാങ്കേതികവിദ്യ അതിവേഗം മുന്നേറുന്നു.,Visakhapatnam,17.7041,83.2977,2,ml,2.0
Authorities urge people to move to higher ground due to flood.,Thane,19.2183,72.9781,1,en,0.0
Children laughing while playing hide and seek on the beach.,Puducherry,11.9416,79.8083,0,en,0.0
"சுனாமி உண்மை என்பதை நம்ப முடியவில்லை, இது பயங்கரமானது.",Kolkata,22.5726,88.3639,2,tn,3.0
Text,Location,Latitude,Longitude,Label,language,
People smiling while shopping in the local bazaar.,Patna,25.5941,85.1376,0,en,0.0
Search and rescue continuing in tsunami zone.,Udupi,13.3409,74.7421,2,en,0.0
Tears in my eyes as tsunami takes everything.,Goa,15.4909,73.8278,2,en,0.0
Tourists clicking selfies with the ocean backdrop.,Varkala,8.7379,76.716,0,en,0.0
Tsunami relief organizations coordinating efforts.,Alibaug,18.6411,72.8722,2,en,0.0
"सुनामी की लहरें मिनटों में अपेक्षित हैं, अब शरण लें।",Visakhapatnam,17.7041,83.2977,2,hi,1.0
ஒரு பாரம்பரிய நினைவுச்சின்னத்தில் சுற்றுலாப் பயணிகள் செல்ஃபி எடுக்கிறார்கள்.,Raipur,21.2514,81.6296,0,tn,3.0
மக்கள் வெள்ளத்திலிருந்து தப்பி ஓடுவதால் அவசர தங்குமிடங்கள் நிரம்பி வருகின்றன.,Guwahati,26.1445,91.7362,1,tn,3.0
സുനാമി ബാധിച്ച പ്രദേശങ്ങളിൽ എത്താൻ അടിയന്തര ടീമുകൾ പാടുപെട്ടു.,Kanpur,26.4499,80.3319,2,ml,2.0
Entire bus washed away by floodwaters.,Kanpur,26.4499,80.3319,1,en,0.0
சுனாமி வெள்ளத்தில் கார்கள் மிதந்து செல்கின்றன.,Kozhikode,11.2588,75.7804,2,tn,3.0
शांत तट पर टहलते जोड़े।,Veraval,20.915,70.3667,0,hi,1.0
